family_id,sample_id,blind_item_id,lemma,group,initial,frequency_stratum,frequency_count,contextual_diversity_count,target_code,target_subdomain,annotation_provenance
EF002-B2EEB66FB9B2,UNI-EXP-002-S0174,SCT002-0239,retribution,CONTROL,R,high,86.0,74.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-CB366810B13C,UNI-EXP-002-S0175,SCT002-0026,click,CONTROL,C,high,716.0,220.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-8EFE1BB1EFFA,UNI-EXP-002-S0176,SCT002-0360,lie,CONTROL,L,high,8045.0,3353.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-20B34597176C,UNI-EXP-002-S0177,SCT002-0120,bod,CONTROL,B,high,44.0,29.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-06E6CA97E371,UNI-EXP-002-S0178,SCT002-0014,chaperone,CONTROL,C,high,100.0,81.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-2AD1A1061329,UNI-EXP-002-S0179,SCT002-0346,crumble,CONTROL,C,high,172.0,59.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-3EA82C964A86,UNI-EXP-002-S0180,SCT002-0052,slobber,CONTROL,S,high,59.0,28.0,1,C,AI_A_AI_B_AGREEMENT
EF002-637C84EFE78B,UNI-EXP-002-S0181,SCT002-0269,poetic,CONTROL,P,high,137.0,122.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-70A292A3B94E,UNI-EXP-002-S0182,SCT002-0007,douse,CONTROL,D,high,59.0,35.0,1,B,AI_A_AI_B_AGREEMENT
EF002-6AFC4D848E45,UNI-EXP-002-S0183,SCT002-0036,con,CONTROL,C,high,867.0,387.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-C07A84A7EF1B,UNI-EXP-002-S0184,SCT002-0166,tear,CONTROL,T,high,1379.0,1053.0,2,NONE,AI_A_AI_B_AGREEMENT
EF002-932156C9ACE1,UNI-EXP-002-S0185,SCT002-0122,thrive,CONTROL,T,high,122.0,79.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-EFD3B9E68B72,UNI-EXP-002-S0186,SCT002-0247,controversial,CONTROL,C,high,109.0,92.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-543C3E450CFE,UNI-EXP-002-S0187,SCT002-0024,naval,CONTROL,N,high,292.0,167.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-EBA983CC7846,UNI-EXP-002-S0188,SCT002-0304,predecessor,CONTROL,P,high,72.0,41.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-4B41FD93236C,UNI-EXP-002-S0189,SCT002-0090,chlorine,CONTROL,C,high,38.0,31.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-29C0D59DD1F9,UNI-EXP-002-S0190,SCT002-0037,not,CONTROL,N,high,276673.0,8349.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1363F488F6BD,UNI-EXP-002-S0191,SCT002-0243,gill,CONTROL,G,high,148.0,46.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-0B8AE9E936F0,UNI-EXP-002-S0192,SCT002-0028,gratitude,CONTROL,G,high,395.0,338.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-903AF1CD4BC2,UNI-EXP-002-S0193,SCT002-0345,ten,CONTROL,T,high,7509.0,3273.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-D4C25FA80433,UNI-EXP-002-S0194,SCT002-0302,somebody,CONTROL,S,high,17578.0,5814.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-5CEBD0D1851C,UNI-EXP-002-S0195,SCT002-0017,disregard,CONTROL,D,high,181.0,153.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-8F4A3B332023,UNI-EXP-002-S0196,SCT002-0102,granddaddy,CONTROL,G,high,119.0,69.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-94BDD897DC09,UNI-EXP-002-S0197,SCT002-0111,conjunction,CONTROL,C,high,66.0,45.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-0A5B4BBE3F6F,UNI-EXP-002-S0198,SCT002-0082,schoolboy,CONTROL,S,high,77.0,56.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-8A165930EA58,UNI-EXP-002-S0199,SCT002-0197,review,CONTROL,R,high,1142.0,531.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1682B6064051,UNI-EXP-002-S0200,SCT002-0023,dense,CONTROL,D,high,120.0,88.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1CE81EC8EDA4,UNI-EXP-002-S0201,SCT002-0112,ladybug,CONTROL,L,middle,30.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-68C1D6D224DB,UNI-EXP-002-S0202,SCT002-0284,glibness,CONTROL,G,middle,3.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-E29299045280,UNI-EXP-002-S0203,SCT002-0119,saddleback,CONTROL,S,middle,4.0,4.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-50D39502C4E6,UNI-EXP-002-S0204,SCT002-0206,stilted,CONTROL,S,middle,8.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1CA832D12FBB,UNI-EXP-002-S0205,SCT002-0305,prelaw,CONTROL,P,middle,5.0,5.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-CB26C0B7CF3E,UNI-EXP-002-S0206,SCT002-0254,scooper,CONTROL,S,middle,12.0,8.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-86642C0E69C9,UNI-EXP-002-S0207,SCT002-0114,defibrillator,CONTROL,D,middle,25.0,21.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-8C99CDDDBACD,UNI-EXP-002-S0208,SCT002-0278,farmland,CONTROL,F,middle,23.0,20.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-2F27A323EF21,UNI-EXP-002-S0209,SCT002-0158,flirty,CONTROL,F,middle,26.0,18.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-1D202455D226,UNI-EXP-002-S0210,SCT002-0215,curio,CONTROL,C,middle,18.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-9C30D8C78EF8,UNI-EXP-002-S0211,SCT002-0240,snipe,CONTROL,S,middle,18.0,16.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-A0780AAABCE8,UNI-EXP-002-S0212,SCT002-0110,sodbuster,CONTROL,S,middle,14.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-56237CEA3573,UNI-EXP-002-S0213,SCT002-0222,homunculus,CONTROL,H,middle,11.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-97D764B3E60B,UNI-EXP-002-S0214,SCT002-0072,commonsense,CONTROL,C,middle,3.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-45B259B1809E,UNI-EXP-002-S0215,SCT002-0352,mantlepiece,CONTROL,M,middle,4.0,4.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-BE8FB676E7D7,UNI-EXP-002-S0216,SCT002-0010,paralytic,CONTROL,P,middle,12.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1EE342FFD321,UNI-EXP-002-S0217,SCT002-0038,philosophic,CONTROL,P,middle,4.0,4.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-7A79BF47E236,UNI-EXP-002-S0218,SCT002-0183,schnook,CONTROL,S,middle,19.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-63945A0557D4,UNI-EXP-002-S0219,SCT002-0251,sugary,CONTROL,S,middle,15.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-E5DBD1183BC5,UNI-EXP-002-S0220,SCT002-0070,masthead,CONTROL,M,middle,7.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-671751952EBB,UNI-EXP-002-S0221,SCT002-0184,tollbooth,CONTROL,T,middle,14.0,10.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-258569273328,UNI-EXP-002-S0222,SCT002-0291,jackknife,CONTROL,J,middle,17.0,8.0,1,B,AI_A_AI_B_AGREEMENT
EF002-92E50FB59FB3,UNI-EXP-002-S0223,SCT002-0148,guardsman,CONTROL,G,middle,24.0,7.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-CBE57D91287B,UNI-EXP-002-S0224,SCT002-0265,closeup,CONTROL,C,middle,6.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-02C2688E46F4,UNI-EXP-002-S0225,SCT002-0226,massively,CONTROL,M,middle,11.0,11.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-279405D458AF,UNI-EXP-002-S0226,SCT002-0224,sinfully,CONTROL,S,middle,6.0,6.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-DB1E27FC0EFC,UNI-EXP-002-S0227,SCT002-0073,transsexual,CONTROL,T,middle,31.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-82FB9E363274,UNI-EXP-002-S0228,SCT002-0255,chaise,CONTROL,C,middle,15.0,14.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-C098ED8C22A6,UNI-EXP-002-S0229,SCT002-0156,heinies,CONTROL,H,middle,15.0,13.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-2EF1ABE7180F,UNI-EXP-002-S0230,SCT002-0074,soliloquy,CONTROL,S,middle,18.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-C93C2EFEE7DC,UNI-EXP-002-S0231,SCT002-0104,malaise,CONTROL,M,middle,8.0,8.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-39DC4A6253BA,UNI-EXP-002-S0232,SCT002-0186,saccharine,CONTROL,S,middle,6.0,4.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-FB123FF8F1E7,UNI-EXP-002-S0233,SCT002-0081,hypochondriac,CONTROL,H,middle,24.0,17.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-FCE094CEC924,UNI-EXP-002-S0234,SCT002-0340,lute,CONTROL,L,middle,24.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-E8F34969E6F2,UNI-EXP-002-S0235,SCT002-0319,nitric,CONTROL,N,middle,12.0,11.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-F6EC3305D07E,UNI-EXP-002-S0236,SCT002-0192,scag,CONTROL,S,middle,22.0,11.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-C143806EDF69,UNI-EXP-002-S0237,SCT002-0273,bloodlust,CONTROL,B,middle,9.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-F73D9AC9E029,UNI-EXP-002-S0238,SCT002-0326,baggie,CONTROL,B,middle,21.0,19.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-473BD2128320,UNI-EXP-002-S0239,SCT002-0141,myrrh,CONTROL,M,middle,13.0,11.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-92343F5163AC,UNI-EXP-002-S0240,SCT002-0149,boneyard,CONTROL,B,middle,16.0,9.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-24E730E10291,UNI-EXP-002-S0241,SCT002-0048,habitually,CONTROL,H,middle,9.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-C35B9D31122F,UNI-EXP-002-S0242,SCT002-0002,bather,CONTROL,B,middle,5.0,3.0,1,B,AI_A_AI_B_AGREEMENT
EF002-51114EF10F58,UNI-EXP-002-S0243,SCT002-0034,keyword,CONTROL,K,middle,27.0,7.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-B16DC55F2435,UNI-EXP-002-S0244,SCT002-0178,drapery,CONTROL,D,middle,12.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-38EB6637DDD7,UNI-EXP-002-S0245,SCT002-0335,setter,CONTROL,S,middle,21.0,14.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-07AF9542E450,UNI-EXP-002-S0246,SCT002-0086,homesickness,CONTROL,H,middle,6.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-624B6F704DA7,UNI-EXP-002-S0247,SCT002-0333,porkpie,CONTROL,P,middle,5.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-597C0CACA355,UNI-EXP-002-S0248,SCT002-0320,geophysical,CONTROL,G,middle,3.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-A9BC4674EA02,UNI-EXP-002-S0249,SCT002-0339,peseta,CONTROL,P,middle,17.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-195289412076,UNI-EXP-002-S0250,SCT002-0179,heartwarming,CONTROL,H,middle,19.0,19.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-75A002A1C383,UNI-EXP-002-S0251,SCT002-0039,coffeepot,CONTROL,C,middle,22.0,17.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1D184091E044,UNI-EXP-002-S0252,SCT002-0032,suburbanite,CONTROL,S,middle,10.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-7196A4F5CBED,UNI-EXP-002-S0253,SCT002-0079,chauvinistic,CONTROL,C,middle,15.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-32B1C334F7D8,UNI-EXP-002-S0254,SCT002-0248,stroker,CONTROL,S,middle,4.0,4.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-1697F1CCE503,UNI-EXP-002-S0255,SCT002-0230,softness,CONTROL,S,middle,25.0,20.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-2D80356D23E9,UNI-EXP-002-S0256,SCT002-0011,psychotherapy,CONTROL,P,middle,23.0,18.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-633074631D30,UNI-EXP-002-S0257,SCT002-0210,mendacity,CONTROL,M,middle,19.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-994139F0980F,UNI-EXP-002-S0258,SCT002-0309,nutritional,CONTROL,N,middle,20.0,19.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-D6A4F59FEC07,UNI-EXP-002-S0259,SCT002-0157,shoemaker,CONTROL,S,middle,31.0,18.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-DCB4D28E7B1F,UNI-EXP-002-S0260,SCT002-0353,bookmark,CONTROL,B,middle,31.0,13.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-3F21BA2608AE,UNI-EXP-002-S0261,SCT002-0283,disembowel,CONTROL,D,middle,22.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1E73C8D50330,UNI-EXP-002-S0262,SCT002-0147,ramblings,CONTROL,R,middle,19.0,16.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-54E54602145D,UNI-EXP-002-S0263,SCT002-0137,flurry,CONTROL,F,middle,34.0,22.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-B27708898E12,UNI-EXP-002-S0264,SCT002-0252,hacksaw,CONTROL,H,middle,24.0,19.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-CC55FDD714C1,UNI-EXP-002-S0265,SCT002-0040,cleric,CONTROL,C,middle,72.0,9.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-8E8F9BBF90A9,UNI-EXP-002-S0266,SCT002-0068,bock,CONTROL,B,middle,21.0,7.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-07A1128DB969,UNI-EXP-002-S0267,SCT002-0003,gov,CONTROL,G,middle,20.0,14.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-A51D4C5E71DC,UNI-EXP-002-S0268,SCT002-0209,hobble,CONTROL,H,middle,41.0,12.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-988CC12C5F65,UNI-EXP-002-S0269,SCT002-0354,glom,CONTROL,G,middle,8.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-18275889C8E6,UNI-EXP-002-S0270,SCT002-0065,chine,CONTROL,C,middle,4.0,4.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-18487B1BAAFD,UNI-EXP-002-S0271,SCT002-0136,maudlin,CONTROL,M,middle,24.0,23.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-FEBA88119A10,UNI-EXP-002-S0272,SCT002-0297,chanteuse,CONTROL,C,middle,11.0,7.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-78DD0D9D600E,UNI-EXP-002-S0273,SCT002-0277,chippies,CONTROL,C,middle,7.0,5.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-A3095C9379AC,UNI-EXP-002-S0274,SCT002-0298,militaristic,CONTROL,M,middle,6.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-10AEA19619DD,UNI-EXP-002-S0275,SCT002-0280,shittiest,CONTROL,S,middle,4.0,4.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-F49D696130C9,UNI-EXP-002-S0276,SCT002-0347,timidity,CONTROL,T,middle,6.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-5BF2487DB246,UNI-EXP-002-S0277,SCT002-0257,timecard,CONTROL,T,middle,10.0,5.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-2EC5311B47CD,UNI-EXP-002-S0278,SCT002-0091,paddock,CONTROL,P,middle,18.0,11.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-120603686441,UNI-EXP-002-S0279,SCT002-0275,thyme,CONTROL,T,middle,10.0,8.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1F129A02C013,UNI-EXP-002-S0280,SCT002-0244,dispassionate,CONTROL,D,middle,7.0,6.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-072A7C41C6FC,UNI-EXP-002-S0281,SCT002-0274,prewarn,CONTROL,P,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-CD16DD5D9A00,UNI-EXP-002-S0282,SCT002-0145,crocus,CONTROL,C,lower,4.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-53C13AD5C0D0,UNI-EXP-002-S0283,SCT002-0053,sensile,CONTROL,S,lower,2.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-23EC6C5BE6B3,UNI-EXP-002-S0284,SCT002-0290,costumier,CONTROL,C,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-0910744E35BD,UNI-EXP-002-S0285,SCT002-0303,manfully,CONTROL,M,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-015CE7DBAB6A,UNI-EXP-002-S0286,SCT002-0130,bastardisation,CONTROL,B,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-95FB5F4A3D8D,UNI-EXP-002-S0287,SCT002-0262,dragger,CONTROL,D,lower,3.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-B2D8B03D99DD,UNI-EXP-002-S0288,SCT002-0225,purposefulness,CONTROL,P,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-0DFCD6336AA3,UNI-EXP-002-S0289,SCT002-0177,peepy,CONTROL,P,lower,6.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-3C53788B6D9C,UNI-EXP-002-S0290,SCT002-0001,grippers,CONTROL,G,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-16AD8FD4C9A9,UNI-EXP-002-S0291,SCT002-0087,promiss,CONTROL,P,lower,3.0,3.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-DC347955C2A5,UNI-EXP-002-S0292,SCT002-0356,sinless,CONTROL,S,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-268405536045,UNI-EXP-002-S0293,SCT002-0285,maximise,CONTROL,M,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-6D5447D93799,UNI-EXP-002-S0294,SCT002-0323,foret,CONTROL,F,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-97EAB685CABD,UNI-EXP-002-S0295,SCT002-0249,tipless,CONTROL,T,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-4699E856B05F,UNI-EXP-002-S0296,SCT002-0078,roguishly,CONTROL,R,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-44B87CEDACB5,UNI-EXP-002-S0297,SCT002-0287,restorable,CONTROL,R,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-C62759F2CDD6,UNI-EXP-002-S0298,SCT002-0328,chanticleer,CONTROL,C,lower,2.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-D661C04C6985,UNI-EXP-002-S0299,SCT002-0327,dualism,CONTROL,D,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-537377FD17BE,UNI-EXP-002-S0300,SCT002-0190,doyen,CONTROL,D,lower,2.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-334C23E6404F,UNI-EXP-002-S0301,SCT002-0321,bannock,CONTROL,B,lower,29.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-E4E6B73AB38D,UNI-EXP-002-S0302,SCT002-0092,grosso,CONTROL,G,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-84D51148C6AF,UNI-EXP-002-S0303,SCT002-0051,mortmain,CONTROL,M,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-5B1AAE4BDD70,UNI-EXP-002-S0304,SCT002-0288,melter,CONTROL,M,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-FF987AE286E9,UNI-EXP-002-S0305,SCT002-0085,befuddle,CONTROL,B,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-4727C225D3A3,UNI-EXP-002-S0306,SCT002-0233,leisurewear,CONTROL,L,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-4DF5F3CD9548,UNI-EXP-002-S0307,SCT002-0299,rationalisation,CONTROL,R,lower,3.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-F7BC86E3F048,UNI-EXP-002-S0308,SCT002-0045,nephrotoxicity,CONTROL,N,lower,2.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-3E540B75B8AC,UNI-EXP-002-S0309,SCT002-0238,fesse,CONTROL,F,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-E7D547EC02ED,UNI-EXP-002-S0310,SCT002-0315,gustily,CONTROL,G,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-58035D5DC5EA,UNI-EXP-002-S0311,SCT002-0223,serialization,CONTROL,S,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-DDF594A53D59,UNI-EXP-002-S0312,SCT002-0310,subordination,CONTROL,S,lower,3.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-2EE031479C5C,UNI-EXP-002-S0313,SCT002-0135,drabble,CONTROL,D,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-726E1BCE3AD7,UNI-EXP-002-S0314,SCT002-0099,grandiosity,CONTROL,G,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-84858D3E6E0D,UNI-EXP-002-S0315,SCT002-0228,gabber,CONTROL,G,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-4F1449BD07A2,UNI-EXP-002-S0316,SCT002-0348,hav,CONTROL,H,lower,7.0,2.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-D937827F9F6D,UNI-EXP-002-S0317,SCT002-0219,thicklips,CONTROL,T,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-4A331E90194F,UNI-EXP-002-S0318,SCT002-0338,reusable,CONTROL,R,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-7225A3D3F44F,UNI-EXP-002-S0319,SCT002-0174,glans,CONTROL,G,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-FAA9A6ECCBB7,UNI-EXP-002-S0320,SCT002-0325,termin,CONTROL,T,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-E5A108A0BCE0,UNI-EXP-002-S0321,SCT002-0218,goby,CONTROL,G,lower,3.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-A4F675E2EC77,UNI-EXP-002-S0322,SCT002-0047,misapply,CONTROL,M,lower,3.0,3.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-B4F3D6F9A974,UNI-EXP-002-S0323,SCT002-0041,sharia,CONTROL,S,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-168470C82695,UNI-EXP-002-S0324,SCT002-0030,mistrustful,CONTROL,M,lower,3.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-27CB848B0952,UNI-EXP-002-S0325,SCT002-0077,tartly,CONTROL,T,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-08BA526D8B96,UNI-EXP-002-S0326,SCT002-0268,precociously,CONTROL,P,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-6A53160B6AB3,UNI-EXP-002-S0327,SCT002-0336,papacy,CONTROL,P,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-A3F3A5563A99,UNI-EXP-002-S0328,SCT002-0281,noway,CONTROL,N,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-6BAF358ACDED,UNI-EXP-002-S0329,SCT002-0204,busk,CONTROL,B,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-5037544733BE,UNI-EXP-002-S0330,SCT002-0201,dirigible,CONTROL,D,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-3B2E368A8289,UNI-EXP-002-S0331,SCT002-0029,hatless,CONTROL,H,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-248F4DB4AC27,UNI-EXP-002-S0332,SCT002-0056,lekker,CONTROL,L,lower,2.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-6C829E078631,UNI-EXP-002-S0333,SCT002-0172,lifelessness,CONTROL,L,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-799C02E5A666,UNI-EXP-002-S0334,SCT002-0279,superoxide,CONTROL,S,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-9644BFCC88D6,UNI-EXP-002-S0335,SCT002-0118,demur,CONTROL,D,lower,6.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-D1F289394D66,UNI-EXP-002-S0336,SCT002-0012,mimetic,CONTROL,M,lower,2.0,2.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-468C802FD465,UNI-EXP-002-S0337,SCT002-0214,neuroma,CONTROL,N,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-D8ACB91C215F,UNI-EXP-002-S0338,SCT002-0295,gentrify,CONTROL,G,lower,1.0,1.0,0,NONE,AI_A_AI_B_AGREEMENT
EF002-1BF77BBAB63E,UNI-EXP-002-S0339,SCT002-0181,discarnate,CONTROL,D,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
EF002-3217931B0985,UNI-EXP-002-S0340,SCT002-0316,radicalised,CONTROL,R,lower,1.0,1.0,U,UNCLEAR,AI_A_AI_B_AGREEMENT
